word,set,usas_tag,usas_top_level,usas_top_level_name
amendment,added,A2.1+,A,General and Abstract Terms
analysis,added,X2.4,X,"Psychological Actions, States and Processes"
analyst,added,Y2/S2mf,Y,Science and Technology
analyze,added,X2.4,X,"Psychological Actions, States and Processes"
announce,added,Q2.2,Q,Language and Communication
announcement,added,Q2.2,Q,Language and Communication
annual,added,Q4.1,Q,Language and Communication
anticipate,added,X2.1,X,"Psychological Actions, States and Processes"
anymore,added,Z5,Z,Names and Grammar
apartment,added,H1/H4,H,"Architecture, Housing and the Home"
apologize,added,Q2.2/S1.2.4+,Q,Language and Communication
apparent,added,A8,A,General and Abstract Terms
apparently,added,A8,A,General and Abstract Terms
appeal,added,O4.2+,O,"Substances, Materials, Objects and Equipment"
appointment,added,T1.1,T,Time
appreciate,added,E2+,E,Emotion
approach,added,X4.2,X,"Psychological Actions, States and Processes"
appropriate,added,A9+,A,General and Abstract Terms
approval,added,S7.4+,S,"Social Actions, States and Processes"
approximately,added,A13.4,A,General and Abstract Terms
architecture,added,H1,H,"Architecture, Housing and the Home"
area,added,M7,M,"Movement, Location, Travel and Transport"
argument,added,Q2.1,Q,Language and Communication
arrangement,added,Q2.2,Q,Language and Communication
arrival,added,M1,M,"Movement, Location, Travel and Transport"
artist,added,C1/S2mf,C,Arts and Crafts
assess,added,X2.4/A5,X,"Psychological Actions, States and Processes"
assessment,added,X2.4/A5,X,"Psychological Actions, States and Processes"
asset,added,A1.5.2+,A,General and Abstract Terms
assign,added,A9-,A,General and Abstract Terms
assist,added,S8+,S,"Social Actions, States and Processes"
assistance,added,S8+,S,"Social Actions, States and Processes"
assistant,added,S8+/S2mf,S,"Social Actions, States and Processes"
associate,added,S5+/S2mf,S,"Social Actions, States and Processes"
assume,added,X2.1,X,"Psychological Actions, States and Processes"
assumption,added,X2.1,X,"Psychological Actions, States and Processes"
assure,added,A7+,A,General and Abstract Terms
athlete,added,K5.1/S2mf,K,"Entertainment, Sports and Games"
atmosphere,added,W3,W,World and Environment
attach,added,A1.7+,A,General and Abstract Terms
attachment,added,O2,O,"Substances, Materials, Objects and Equipment"
attendance,added,S1.1.3+,S,"Social Actions, States and Processes"
attitude,added,X2.1/E1,X,"Psychological Actions, States and Processes"
attribute,added,O4.1,O,"Substances, Materials, Objects and Equipment"
author,added,Q1.2,Q,Language and Communication
automatically,added,O2/S5-,O,"Substances, Materials, Objects and Equipment"
available,added,A3+,A,General and Abstract Terms
award,added,A9-,A,General and Abstract Terms
aware,added,X2.2+,X,"Psychological Actions, States and Processes"
awareness,added,X2.2+,X,"Psychological Actions, States and Processes"
awful,added,A13.3,A,General and Abstract Terms
background,added,T1.1.1,T,Time
badly,added,A5.1-,A,General and Abstract Terms
ban,added,S7.4-,S,"Social Actions, States and Processes"
barely,added,A13.7,A,General and Abstract Terms
barrier,added,S8-,S,"Social Actions, States and Processes"
basically,added,Z4,Z,Names and Grammar
beach,added,M4,M,"Movement, Location, Travel and Transport"
beautiful,added,O4.2+,O,"Substances, Materials, Objects and Equipment"
beer,added,F2,F,Food and Farming
benefit,added,S8+,S,"Social Actions, States and Processes"
bet,added,I1/A1.4,I,Money and Commerce in Industry
bias,added,A2.2/E2++,A,General and Abstract Terms
bid,added,I2.2,I,Money and Commerce in Industry
bike,added,M3,M,"Movement, Location, Travel and Transport"
bin,added,O2,O,"Substances, Materials, Objects and Equipment"
biological,added,L1,L,Life and Living Things
blog,added,Z99,Z,Names and Grammar
bloody,added,A13.3,A,General and Abstract Terms
bomb,added,G3,G,Government and Public
bond,added,A1.7+,A,General and Abstract Terms
boom,added,N5+++,N,Numbers and Measurement
boost,added,S8+,S,"Social Actions, States and Processes"
boot,added,E3-,E,Emotion
bore,added,X5.2-,X,"Psychological Actions, States and Processes"
boss,added,S7.1+,S,"Social Actions, States and Processes"
bother,added,E6-,E,Emotion
brand,added,A4.1,A,General and Abstract Terms
breast,added,B1,B,The Body and the Individual
breed,added,F4,F,Food and Farming
brief,added,Q2.1,Q,Language and Communication
briefly,added,T1.3-,T,Time
brilliant,added,A5.1+++,A,General and Abstract Terms
budget,added,I1,I,Money and Commerce in Industry
burden,added,A12-,A,General and Abstract Terms
buyer,added,I2.2/S2mf,I,Money and Commerce in Industry
cable,added,Q1.3,Q,Language and Communication
campaign,added,X7+/Q2.2,X,"Psychological Actions, States and Processes"
cancel,added,T2-,T,Time
cancer,added,B2-,B,The Body and the Individual
candidate,added,G1.2/S2mf,G,Government and Public
capability,added,X9.1+,X,"Psychological Actions, States and Processes"
capable,added,X9.1+,X,"Psychological Actions, States and Processes"
capacity,added,N3.2,N,Numbers and Measurement
capture,added,A9+,A,General and Abstract Terms
carbon,added,O1.1,O,"Substances, Materials, Objects and Equipment"
career,added,N3.8+,N,Numbers and Measurement
careful,added,A1.3+,A,General and Abstract Terms
carefully,added,A1.3+,A,General and Abstract Terms
carpet,added,H5,H,"Architecture, Housing and the Home"
cash,added,I1,I,Money and Commerce in Industry
cast,added,K4,K,"Entertainment, Sports and Games"
catalog,added,Q4.1,Q,Language and Communication
category,added,A4.1,A,General and Abstract Terms
celebrate,added,E4.1+,E,Emotion
celebration,added,E4.1+,E,Emotion
cell,added,B1,B,The Body and the Individual
central,added,A11.1+,A,General and Abstract Terms
certainly,added,A7+,A,General and Abstract Terms
challenge,added,A6.1-,A,General and Abstract Terms
chamber,added,H2,H,"Architecture, Housing and the Home"
champion,added,X9.2+/S7.3/S2mf,X,"Psychological Actions, States and Processes"
championship,added,K5/S7.3+,K,"Entertainment, Sports and Games"
channel,added,Z2,Z,Names and Grammar
chapter,added,Q4.1,Q,Language and Communication
characteristic,added,A6.2+,A,General and Abstract Terms
characterize,added,A4.1,A,General and Abstract Terms
charity,added,S8+/S5+c,S,"Social Actions, States and Processes"
chart,added,Q1.2,Q,Language and Communication
chase,added,M1,M,"Movement, Location, Travel and Transport"
chat,added,Q2.1,Q,Language and Communication
cheek,added,B1,B,The Body and the Individual
chemical,added,O1,O,"Substances, Materials, Objects and Equipment"
chip,added,A1.1.1,A,General and Abstract Terms
chocolate,added,F1,F,Food and Farming
cigarette,added,F3,F,Food and Farming
circumstance,added,O4.1,O,"Substances, Materials, Objects and Equipment"
cite,added,Q2.2,Q,Language and Communication
civil,added,G1.1,G,Government and Public
civilian,added,G3-,G,Government and Public
classic,added,A4.1,A,General and Abstract Terms
classical,added,T3+,T,Time
clause,added,Q1.2,Q,Language and Communication
clearly,added,A7+,A,General and Abstract Terms
click,added,X3.2,X,"Psychological Actions, States and Processes"
climate,added,W4,W,World and Environment
clinical,added,B3,B,The Body and the Individual
closely,added,A13.4,A,General and Abstract Terms
cluster,added,S5+,S,"Social Actions, States and Processes"
coach,added,K5.1,K,"Entertainment, Sports and Games"
code,added,G2.1,G,Government and Public
collapse,added,A1.1.2,A,General and Abstract Terms
colleague,added,I3.2/S2mf,I,Money and Commerce in Industry
column,added,O2,O,"Substances, Materials, Objects and Equipment"
combination,added,A6.3+,A,General and Abstract Terms
comedy,added,E4.1+,E,Emotion
comfortable,added,O4.2+,O,"Substances, Materials, Objects and Equipment"
comment,added,Q2.1,Q,Language and Communication
commission,added,I2.2,I,Money and Commerce in Industry
commit,added,A1.1.1,A,General and Abstract Terms
commitment,added,S6+,S,"Social Actions, States and Processes"
communicate,added,Q2.1,Q,Language and Communication
communication,added,Q2.1,Q,Language and Communication
community,added,S5+c,S,"Social Actions, States and Processes"
compensation,added,S8+,S,"Social Actions, States and Processes"
competitive,added,S7.3+,S,"Social Actions, States and Processes"
completely,added,A13.2,A,General and Abstract Terms
complex,added,H1,H,"Architecture, Housing and the Home"
complexity,added,A12-,A,General and Abstract Terms
component,added,O2,O,"Substances, Materials, Objects and Equipment"
compound,added,A2.1+,A,General and Abstract Terms
comprehensive,added,A1.8+,A,General and Abstract Terms
comprise,added,A1.8+,A,General and Abstract Terms
compromise,added,A6.1+/S1.1.2+,A,General and Abstract Terms
compute,added,Y2,Y,Science and Technology
computer,added,Y2,Y,Science and Technology
concentrate,added,X5.1+,X,"Psychological Actions, States and Processes"
concentration,added,X5.1+,X,"Psychological Actions, States and Processes"
concept,added,X4.1,X,"Psychological Actions, States and Processes"
concert,added,K2,K,"Entertainment, Sports and Games"
conclude,added,X6+,X,"Psychological Actions, States and Processes"
conclusion,added,X6+,X,"Psychological Actions, States and Processes"
concrete,added,O1,O,"Substances, Materials, Objects and Equipment"
conduct,added,S1.1.1,S,"Social Actions, States and Processes"
conference,added,S1.1.3+,S,"Social Actions, States and Processes"
confirm,added,A7+,A,General and Abstract Terms
conflict,added,A6.1-,A,General and Abstract Terms
consequence,added,A2.2,A,General and Abstract Terms
consequently,added,A2.2,A,General and Abstract Terms
conservative,added,G1.2/S2mf,G,Government and Public
considerable,added,N5+,N,Numbers and Measurement
consideration,added,X2.1,X,"Psychological Actions, States and Processes"
consist,added,A1.8+,A,General and Abstract Terms
consistent,added,A6.1+,A,General and Abstract Terms
constant,added,A2.1-,A,General and Abstract Terms
constantly,added,T2++,T,Time
constitute,added,A3+,A,General and Abstract Terms
constraint,added,A1.7+,A,General and Abstract Terms
construct,added,A1.1.1,A,General and Abstract Terms
construction,added,H1,H,"Architecture, Housing and the Home"
consult,added,Q2.1,Q,Language and Communication
consultant,added,B3/S2mf,B,The Body and the Individual
consume,added,A1.5.1,A,General and Abstract Terms
consumer,added,I2.2/S2mf,I,Money and Commerce in Industry
contact,added,Q2.2,Q,Language and Communication
contemporary,added,T1.1.2/S2mf,T,Time
contest,added,S7.3,S,"Social Actions, States and Processes"
context,added,O4.1/A3+,O,"Substances, Materials, Objects and Equipment"
continuous,added,T2++,T,Time
contract,added,Q2.2,Q,Language and Communication
contrast,added,A6.1-,A,General and Abstract Terms
contribute,added,A9-,A,General and Abstract Terms
contribution,added,A9-,A,General and Abstract Terms
controversial,added,A6.2-,A,General and Abstract Terms
convention,added,A6.2+,A,General and Abstract Terms
conventional,added,A6.2+,A,General and Abstract Terms
convert,added,A2.1+,A,General and Abstract Terms
convince,added,A7+/Q2.2,A,General and Abstract Terms
cooperation,added,S8+,S,"Social Actions, States and Processes"
cope,added,X9.2,X,"Psychological Actions, States and Processes"
core,added,A11.1+,A,General and Abstract Terms
corporate,added,S5+,S,"Social Actions, States and Processes"
corporation,added,I2.1/S5c,I,Money and Commerce in Industry
correspond,added,Q1.2,Q,Language and Communication
counsel,added,G2.1/S2mf,G,Government and Public
counter,added,H5/I2.2,H,"Architecture, Housing and the Home"
county,added,M7,M,"Movement, Location, Travel and Transport"
couple,added,N5+,N,Numbers and Measurement
coverage,added,Q4/N5,Q,Language and Communication
craft,added,A1.1.1,A,General and Abstract Terms
crazy,added,B2-/X1,B,The Body and the Individual
create,added,A1.1.1,A,General and Abstract Terms
creation,added,A1.1.1,A,General and Abstract Terms
creative,added,C1/S2mf,C,Arts and Crafts
credit,added,I1.1,I,Money and Commerce in Industry
crew,added,M4/S5+c,M,"Movement, Location, Travel and Transport"
crisis,added,A12-,A,General and Abstract Terms
criteria,added,X4.1,X,"Psychological Actions, States and Processes"
critical,added,Q2.2/E2-,Q,Language and Communication
criticism,added,Q2.2/E2-,Q,Language and Communication
criticize,added,Q2.2/E2-,Q,Language and Communication
crucial,added,A11.1+,A,General and Abstract Terms
cultural,added,C1,C,Arts and Crafts
culture,added,L1,L,Life and Living Things
currency,added,I1,I,Money and Commerce in Industry
currently,added,T1.1.2,T,Time
cycle,added,M3,M,"Movement, Location, Travel and Transport"
dad,added,S4m,S,"Social Actions, States and Processes"
damn,added,Z4,Z,Names and Grammar
dangerous,added,A15-,A,General and Abstract Terms
darkness,added,W2-,W,World and Environment
data,added,X2.2/X2.4,X,"Psychological Actions, States and Processes"
database,added,X2.2/Y2,X,"Psychological Actions, States and Processes"
dealer,added,I2.1/S2mf,I,Money and Commerce in Industry
debate,added,Q2.2,Q,Language and Communication
decade,added,T1.3,T,Time
decline,added,N5-/A2.1,N,Numbers and Measurement
dedicate,added,Q2.2,Q,Language and Communication
deeply,added,A13.3,A,General and Abstract Terms
deficit,added,N5-,N,Numbers and Measurement
define,added,Q2.2,Q,Language and Communication
definitely,added,A7+++,A,General and Abstract Terms
definition,added,Q2.2,Q,Language and Communication
democracy,added,G1.2,G,Government and Public
democratic,added,G1.2,G,Government and Public
demonstrate,added,A10+,A,General and Abstract Terms
demonstration,added,G1.2,G,Government and Public
density,added,N5,N,Numbers and Measurement
deny,added,Q2.2/Z6,Q,Language and Communication
deposit,added,O1.1,O,"Substances, Materials, Objects and Equipment"
depress,added,E4.1-,E,Emotion
depression,added,E4.1-,E,Emotion
derive,added,A2.2,A,General and Abstract Terms
design,added,C1,C,Arts and Crafts
designer,added,C1/S2mf,C,Arts and Crafts
despite,added,Z5,Z,Names and Grammar
detect,added,A10+,A,General and Abstract Terms
determination,added,X6+,X,"Psychological Actions, States and Processes"
development,added,A2.1+,A,General and Abstract Terms
device,added,O2,O,"Substances, Materials, Objects and Equipment"
devote,added,A9-,A,General and Abstract Terms
dialog,added,Q2.1,Q,Language and Communication
diet,added,F1,F,Food and Farming
differ,added,A6.1-,A,General and Abstract Terms
differently,added,A6.1-,A,General and Abstract Terms
digital,added,Y2,Y,Science and Technology
dimension,added,A4.1,A,General and Abstract Terms
directly,added,M6,M,"Movement, Location, Travel and Transport"
dirty,added,O4.2-,O,"Substances, Materials, Objects and Equipment"
disaster,added,A5.1---,A,General and Abstract Terms
discount,added,I1.3-,I,Money and Commerce in Industry
disk,added,O2,O,"Substances, Materials, Objects and Equipment"
disorder,added,B2-,B,The Body and the Individual
display,added,A10+,A,General and Abstract Terms
dispute,added,Q2.2/A6.1-,Q,Language and Communication
distinct,added,A6.1-,A,General and Abstract Terms
distinction,added,A6.1-,A,General and Abstract Terms
distribute,added,A9-,A,General and Abstract Terms
diversity,added,A6.3+,A,General and Abstract Terms
divorce,added,S4,S,"Social Actions, States and Processes"
document,added,Q1.2,Q,Language and Communication
domestic,added,H4,H,"Architecture, Housing and the Home"
dominate,added,S7.1+,S,"Social Actions, States and Processes"
draft,added,Q1.2,Q,Language and Communication
drama,added,K4,K,"Entertainment, Sports and Games"
dramatic,added,K4,K,"Entertainment, Sports and Games"
dramatically,added,K4,K,"Entertainment, Sports and Games"
driver,added,M3/S2mf,M,"Movement, Location, Travel and Transport"
drug,added,B3,B,The Body and the Individual
easily,added,A12+,A,General and Abstract Terms
economic,added,I1.3-,I,Money and Commerce in Industry
economy,added,I2.1,I,Money and Commerce in Industry
edit,added,Q1.2,Q,Language and Communication
edition,added,Q4,Q,Language and Communication
editor,added,Q4/I3.2/S2mf,Q,Language and Communication
educational,added,P1,P,Education
effectively,added,A5.4+,A,General and Abstract Terms
elderly,added,T3+,T,Time
electricity,added,O3,O,"Substances, Materials, Objects and Equipment"
electronic,added,O3,O,"Substances, Materials, Objects and Equipment"
element,added,A4.1,A,General and Abstract Terms
eliminate,added,A9-,A,General and Abstract Terms
email,added,Q1.3/Y2,Q,Language and Communication
embarrass,added,E4.1-,E,Emotion
embrace,added,S3.2,S,"Social Actions, States and Processes"
emerge,added,M1,M,"Movement, Location, Travel and Transport"
emergency,added,A11.1+,A,General and Abstract Terms
emotion,added,E1,E,Emotion
emotional,added,E1,E,Emotion
emphasis,added,A11.1+,A,General and Abstract Terms
emphasize,added,A11.1+,A,General and Abstract Terms
employer,added,I3.1/S2mf,I,Money and Commerce in Industry
employment,added,I3.1,I,Money and Commerce in Industry
enable,added,S8+,S,"Social Actions, States and Processes"
encounter,added,S3.1,S,"Social Actions, States and Processes"
energy,added,X5.2+,X,"Psychological Actions, States and Processes"
engage,added,A1.1.1,A,General and Abstract Terms
enhance,added,A5.1+/A2.1,A,General and Abstract Terms
enormous,added,N3.2+++,N,Numbers and Measurement
ensure,added,A7+,A,General and Abstract Terms
enterprise,added,I2.1,I,Money and Commerce in Industry
entertainment,added,K1,K,"Entertainment, Sports and Games"
entirely,added,A13.2,A,General and Abstract Terms
entitle,added,S7.4+,S,"Social Actions, States and Processes"
entry,added,M7,M,"Movement, Location, Travel and Transport"
environment,added,W5,W,World and Environment
environmental,added,W5,W,World and Environment
episode,added,A3+/A11.1+,A,General and Abstract Terms
equally,added,A6.1+,A,General and Abstract Terms
equation,added,N2,N,Numbers and Measurement
equipment,added,O2,O,"Substances, Materials, Objects and Equipment"
equivalent,added,A6.1+,A,General and Abstract Terms
era,added,T1.3,T,Time
error,added,A5.3-,A,General and Abstract Terms
essay,added,Q1.2/P1,Q,Language and Communication
establish,added,T2+,T,Time
establishment,added,T2+,T,Time
estate,added,M7/F4,M,"Movement, Location, Travel and Transport"
estimate,added,X6/A7-,X,"Psychological Actions, States and Processes"
ethnic,added,S5+,S,"Social Actions, States and Processes"
evaluate,added,A5.1,A,General and Abstract Terms
evaluation,added,A5.1,A,General and Abstract Terms
eventually,added,N4,N,Numbers and Measurement
evidence,added,A10+,A,General and Abstract Terms
evolution,added,A2.1+,A,General and Abstract Terms
evolve,added,A2.1+,A,General and Abstract Terms
exactly,added,A4.2+,A,General and Abstract Terms
exam,added,P1,P,Education
examination,added,P1,P,Education
exceed,added,N5.2+,N,Numbers and Measurement
excitement,added,X5.2+,X,"Psychological Actions, States and Processes"
exclude,added,A1.8-,A,General and Abstract Terms
executive,added,S7.1+,S,"Social Actions, States and Processes"
exhaust,added,B2-,B,The Body and the Individual
exhibit,added,A10+,A,General and Abstract Terms
exhibition,added,A10+/S1.1.3+,A,General and Abstract Terms
expand,added,N3.2+/A2.1,N,Numbers and Measurement
expansion,added,N3.2+/A2.1,N,Numbers and Measurement
expectation,added,X2.6+,X,"Psychological Actions, States and Processes"
expenditure,added,I1.2,I,Money and Commerce in Industry
experimental,added,X2.4,X,"Psychological Actions, States and Processes"
expert,added,X2.2+/S2mf,X,"Psychological Actions, States and Processes"
explanation,added,Q2.2/A7+,Q,Language and Communication
export,added,I2.2/M2,I,Money and Commerce in Industry
expose,added,A10+,A,General and Abstract Terms
exposure,added,A15-,A,General and Abstract Terms
external,added,M6,M,"Movement, Location, Travel and Transport"
extract,added,M2,M,"Movement, Location, Travel and Transport"
extremely,added,A13.3,A,General and Abstract Terms
facility,added,H1,H,"Architecture, Housing and the Home"
factor,added,N2,N,Numbers and Measurement
fairly,added,A13.4,A,General and Abstract Terms
faithfully,added,S6+,S,"Social Actions, States and Processes"
famous,added,X2.2+,X,"Psychological Actions, States and Processes"
fantastic,added,A5.1+,A,General and Abstract Terms
farmer,added,F4/S2mf,F,Food and Farming
fascinate,added,X5.2+,X,"Psychological Actions, States and Processes"
feature,added,A10+,A,General and Abstract Terms
federal,added,S5+,S,"Social Actions, States and Processes"
festival,added,K1/S1.1.3+,K,"Entertainment, Sports and Games"
fiction,added,A5.2-,A,General and Abstract Terms
file,added,Q1.2,Q,Language and Communication
filter,added,A1.1.1,A,General and Abstract Terms
final,added,K5.1,K,"Entertainment, Sports and Games"
finally,added,N4,N,Numbers and Measurement
finance,added,I1,I,Money and Commerce in Industry
financial,added,I1,I,Money and Commerce in Industry
firmly,added,A1.7+,A,General and Abstract Terms
firstly,added,N4,N,Numbers and Measurement
flexible,added,O4.5,O,"Substances, Materials, Objects and Equipment"
flight,added,M5,M,"Movement, Location, Travel and Transport"
focus,added,X5.1+,X,"Psychological Actions, States and Processes"
folk,added,S2mf,S,"Social Actions, States and Processes"
football,added,K5.2,K,"Entertainment, Sports and Games"
forecast,added,Q2.2/T1.1.3,Q,Language and Communication
forever,added,T2+++,T,Time
format,added,O4.1,O,"Substances, Materials, Objects and Equipment"
formation,added,A2.1+,A,General and Abstract Terms
formula,added,Y1,Y,Science and Technology
foundation,added,T2+,T,Time
fragment,added,N5.1-,N,Numbers and Measurement
frequently,added,N6+,N,Numbers and Measurement
fuel,added,A1.1.1,A,General and Abstract Terms
fulfill,added,X9.2+,X,"Psychological Actions, States and Processes"
fully,added,A13.2,A,General and Abstract Terms
function,added,A1.1.1,A,General and Abstract Terms
functional,added,A1.5.2+,A,General and Abstract Terms
fund,added,I1.1,I,Money and Commerce in Industry
fundamental,added,K2,K,"Entertainment, Sports and Games"
furthermore,added,Z5,Z,Names and Grammar
gallery,added,C1/H1,C,Arts and Crafts
gaze,added,X3.4,X,"Psychological Actions, States and Processes"
gear,added,O2,O,"Substances, Materials, Objects and Equipment"
gender,added,S2,S,"Social Actions, States and Processes"
gene,added,B1,B,The Body and the Individual
generally,added,A6.2+,A,General and Abstract Terms
generate,added,A2.2,A,General and Abstract Terms
generation,added,T1.3,T,Time
genetic,added,B1,B,The Body and the Individual
gently,added,E3+,E,Emotion
genuine,added,A5.4+,A,General and Abstract Terms
gesture,added,Q1.1/B1,Q,Language and Communication
giant,added,S2/N3.2+mf,S,"Social Actions, States and Processes"
glance,added,X3.4,X,"Psychological Actions, States and Processes"
global,added,W3,W,World and Environment
goal,added,K5.1,K,"Entertainment, Sports and Games"
golf,added,K5.1,K,"Entertainment, Sports and Games"
government,added,G1.1c,G,Government and Public
grab,added,A9+,A,General and Abstract Terms
grade,added,A5.1,A,General and Abstract Terms
gradually,added,T2++,T,Time
graduate,added,P1/S2mf,P,Education
grandmother,added,S4f,S,"Social Actions, States and Processes"
grant,added,A9-,A,General and Abstract Terms
greatly,added,A13.3,A,General and Abstract Terms
grin,added,E4.1+,E,Emotion
guarantee,added,A7+/Q2.2,A,General and Abstract Terms
guideline,added,S8+,S,"Social Actions, States and Processes"
guilty,added,G2.1-,G,Government and Public
guitar,added,K2,K,"Entertainment, Sports and Games"
guy,added,Z1,Z,Names and Grammar
happiness,added,E4.1+,E,Emotion
healthy,added,B2+,B,The Body and the Individual
heavily,added,A13.3,A,General and Abstract Terms
hell,added,Z4,Z,Names and Grammar
helpful,added,S8+,S,"Social Actions, States and Processes"
hence,added,A2.2,A,General and Abstract Terms
hero,added,Q4.1/S2.2m,Q,Language and Communication
herself,added,Z8f,Z,Names and Grammar
hi,added,Z4,Z,Names and Grammar
highlight,added,X5.2+,X,"Psychological Actions, States and Processes"
highly,added,A13.3,A,General and Abstract Terms
himself,added,Z8m,Z,Names and Grammar
hint,added,Q2.2,Q,Language and Communication
historian,added,P1/T1.1.1/S2mf,P,Education
historic,added,T3+,T,Time
historical,added,T1.1.1,T,Time
holder,added,O2,O,"Substances, Materials, Objects and Equipment"
hopefully,added,X2.6+,X,"Psychological Actions, States and Processes"
horrible,added,O4.2-,O,"Substances, Materials, Objects and Equipment"
household,added,S4c,S,"Social Actions, States and Processes"
huge,added,N3.2+++,N,Numbers and Measurement
humor,added,E4.1+,E,Emotion
hypothesis,added,X4.1,X,"Psychological Actions, States and Processes"
identify,added,X2.2+,X,"Psychological Actions, States and Processes"
identity,added,S2,S,"Social Actions, States and Processes"
ignore,added,X5.1-,X,"Psychological Actions, States and Processes"
illegal,added,G2.1-,G,Government and Public
illness,added,B2-,B,The Body and the Individual
illustrate,added,A4.1,A,General and Abstract Terms
illustration,added,A4.1,A,General and Abstract Terms
image,added,A6.1+,A,General and Abstract Terms
imagination,added,X2.1/A6.2-,X,"Psychological Actions, States and Processes"
immediately,added,N3.8+,N,Numbers and Measurement
immigrant,added,M1/M7/S2mf,M,"Movement, Location, Travel and Transport"
immigration,added,M1/M7,M,"Movement, Location, Travel and Transport"
implement,added,A1.1.1,A,General and Abstract Terms
implementation,added,A1.1.1,A,General and Abstract Terms
implication,added,A2.2,A,General and Abstract Terms
imply,added,Q1.1,Q,Language and Communication
import,added,I2.2/M2,I,Money and Commerce in Industry
impose,added,S6+,S,"Social Actions, States and Processes"
impress,added,X5.2+,X,"Psychological Actions, States and Processes"
impression,added,X2.1,X,"Psychological Actions, States and Processes"
impressive,added,O4.2+,O,"Substances, Materials, Objects and Equipment"
improvement,added,A5.1+/A2.1,A,General and Abstract Terms
incentive,added,X5.2+,X,"Psychological Actions, States and Processes"
incident,added,A3+/A5.1-,A,General and Abstract Terms
income,added,I1.1,I,Money and Commerce in Industry
incorporate,added,A1.8+,A,General and Abstract Terms
increasingly,added,A13.3,A,General and Abstract Terms
independence,added,S5-,S,"Social Actions, States and Processes"
independent,added,S5-,S,"Social Actions, States and Processes"
index,added,Q4.1,Q,Language and Communication
indicate,added,A10+,A,General and Abstract Terms
indication,added,A10+,A,General and Abstract Terms
individual,added,S2mf,S,"Social Actions, States and Processes"
industrial,added,I4,I,Money and Commerce in Industry
infant,added,T3--/S2mf,T,Time
infection,added,B2-,B,The Body and the Individual
inflation,added,I1.3+,I,Money and Commerce in Industry
information,added,X2.2+,X,"Psychological Actions, States and Processes"
initial,added,Q1.2,Q,Language and Communication
initially,added,N4,N,Numbers and Measurement
initiative,added,A1.1.1,A,General and Abstract Terms
injure,added,B2-,B,The Body and the Individual
injury,added,B2-,B,The Body and the Individual
inner,added,M6,M,"Movement, Location, Travel and Transport"
innocent,added,G2.1+/S2mf,G,Government and Public
innovation,added,T3-,T,Time
input,added,Y2,Y,Science and Technology
insight,added,X2.5+,X,"Psychological Actions, States and Processes"
insist,added,S7.1+/Q2.2,S,"Social Actions, States and Processes"
inspire,added,S8+,S,"Social Actions, States and Processes"
install,added,A1.1.1,A,General and Abstract Terms
instance,added,A4.1,A,General and Abstract Terms
institution,added,S5+c,S,"Social Actions, States and Processes"
institutional,added,S5+,S,"Social Actions, States and Processes"
instruction,added,Q2.2,Q,Language and Communication
integrate,added,A1.8+,A,General and Abstract Terms
intellectual,added,X2.1/S2mf,X,"Psychological Actions, States and Processes"
intelligence,added,X9.1+,X,"Psychological Actions, States and Processes"
intense,added,N5+,N,Numbers and Measurement
interaction,added,S1.1.2+,S,"Social Actions, States and Processes"
interior,added,M6,M,"Movement, Location, Travel and Transport"
internal,added,M6,M,"Movement, Location, Travel and Transport"
interpret,added,X2.5+,X,"Psychological Actions, States and Processes"
interpretation,added,X2.5+,X,"Psychological Actions, States and Processes"
intervention,added,S1.1.3+,S,"Social Actions, States and Processes"
interview,added,Q2.1,Q,Language and Communication
invest,added,I1.1,I,Money and Commerce in Industry
investigate,added,X2.4,X,"Psychological Actions, States and Processes"
investigation,added,X2.4,X,"Psychological Actions, States and Processes"
investment,added,I1.1,I,Money and Commerce in Industry
investor,added,I1.1/S2mf,I,Money and Commerce in Industry
invitation,added,Q2.2,Q,Language and Communication
involve,added,A1.8+,A,General and Abstract Terms
involvement,added,A1.8+,A,General and Abstract Terms
isolate,added,A6.1-,A,General and Abstract Terms
issue,added,A9-,A,General and Abstract Terms
item,added,Z4,Z,Names and Grammar
itself,added,Z8,Z,Names and Grammar
jacket,added,B5,B,The Body and the Individual
jail,added,G2.1,G,Government and Public
job,added,I3.1,I,Money and Commerce in Industry
journal,added,Q4.2,Q,Language and Communication
journalist,added,Q4.2/I3.2/S2mf,Q,Language and Communication
judgment,added,X2.1,X,"Psychological Actions, States and Processes"
jury,added,G2.1c,G,Government and Public
justify,added,G2.2+,G,Government and Public
keen,added,X5.2+,X,"Psychological Actions, States and Processes"
kid,added,E4.1+,E,Emotion
label,added,Q1.2,Q,Language and Communication
labor,added,A1.1.1/A12-,A,General and Abstract Terms
laboratory,added,Y1/H1c,Y,Science and Technology
landscape,added,W3,W,World and Environment
largely,added,A13.2,A,General and Abstract Terms
launch,added,M4,M,"Movement, Location, Travel and Transport"
layer,added,O2,O,"Substances, Materials, Objects and Equipment"
leader,added,S7.1+/S2mf,S,"Social Actions, States and Processes"
league,added,S5+c,S,"Social Actions, States and Processes"
leap,added,M1,M,"Movement, Location, Travel and Transport"
lecture,added,Q2.2,Q,Language and Communication
legal,added,G2.1,G,Government and Public
legislation,added,G2.1,G,Government and Public
liability,added,A1.5.2-,A,General and Abstract Terms
liberal,added,A1.7-,A,General and Abstract Terms
license,added,G1.1/Q1.2,G,Government and Public
limitation,added,A1.7+,A,General and Abstract Terms
